found_helpfuls,names,product_link,product_name,ratings,review_contents,titles,user_links
0,pandanotorious,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Bought this for a friend.</span>,A classic,/gp/profile/amzn1.account.AHSFISLNBJ44KLF7V4JLKUKZSTCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Sera Elliott,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>My three year old daughter loves it. She has memorized most of the book. She can fit her pinky through the hole and wiggles it as she says what kind of food it is. The artwork is really fun too.</span>,Pleased,/gp/profile/amzn1.account.AHHPMAKRPF3JGKW4SWCCDYZ7XEHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,mrgrinch09,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,"<span>This is a classic children's book that every child should have the opportunity to read.  Sure, the scientific information is wrong, but the book isn't a science book.  It's fiction!</span>",A Classic,/gp/profile/amzn1.account.AHEZGVDNPA3KUNLDVXUBCQAFINDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Bear,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>my daughter loves this book</span>,my daughter loves this book,/gp/profile/amzn1.account.AGEU477SCYRB27QENR754IMMRH3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Kamran S.,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,3.0 out of 5 stars,<span>Too small.</span>,Three Stars,/gp/profile/amzn1.account.AFPNAOHE2HBZEVEMHAYEA7QK27AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
1,Clint Arthur,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span><div id=""video-block-RDQDZBGIRJKK1"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/B1mvIntkwGS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/71hLfO0x8ES.png"" class=""video-slate-img-url""> This was one of the key books that inspired me to write and illustrate ""<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Daddy-Loves-You/dp/1461052858/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Daddy Loves You</a>"" -- I think it is awesome!</span>","Inspired me to Make ""Daddy Loves You""",/gp/profile/amzn1.account.AHEQQVJSGH2Q5E5XDNRJRLMGOEZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Martha J. Smith,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Love to read this one with my granddaughter. She's at the age where I read a page and then she 'reads' it after me. We read this one about 20 times one Friday evening recently. She never gets tired of it.</span>,Love this book!!,/gp/profile/amzn1.account.AHLC6KHZXSYHME3LQ4SUYLP547CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
2,P. Hummer,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>My three year old grandsons, who are twins, just love this book. Everytime they come to visit, the first thing they look for is The Very Hungry Caterpillar board book. The boys sit and know every word in the book and sometimes read the story along with the The Very Hungry Caterpillar DVD. I had to order another copy of the book so each had their own to follow.  The story is easy to understand for their age and the illustrations are beautiful and very colorful.</span>",Three year old twins love this book!,/gp/profile/amzn1.account.AHSSW26ETJCGPOIPPA5YMGQGBQCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
1,Steven B. Ross,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>ERIC CARLE'S ILLUSTRATIONS ARE BEAUTIFUL AND UNUSUAL. THE SIMPLY STATED STORY IS APPROPRIATE FOR THE VERY YOUNG TO SCHOOL-AGE CHILDREN. THE AUTHOR INCORPORATES MATH AND SCIENCE IN A BOOK YOU WILL WISH TO READ AGAIN AND AGAIN. THE STORY WAS A FAVORITE FOR THE CHILDREN, AGES TWO TO FIVE AT THE LOCAL LIBRARY'S STORY HOUR, AND IT WAS A FAVORITE OF MINE TO READ TO THEM.</span>",A CHILD IS FORTUNATE TO HAVE THIS BOOK!,/gp/profile/amzn1.account.AFWDSRYC53LWY4XIGDYLYPGZCNWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
5,Lindsay,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>My son is an energetic eleven-month. He is never tired of crawing and climbing, shifting his attention from one toy to another. However, this book, and only this book can catch his eyes from first page to the last. The drawing is simple but attractive. Very suitable for little babies. My husband was so surprised yesterday to see our little boy sitting on my laps quitely when I was reading the book to him for two times.</span>",Most suitable for young babies!,/gp/profile/amzn1.account.AEKGW4AHMT3NJZGPKD6AYTSSXXZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Carol J.,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,<span>Board books are great for little ones and this one is no exception.  I bought 2 - one for my grand daughter and one as a gift.  I also bought a little stuffed caterpillar to put in with the gift.  I love Eric Carle books and this one is no exception.</span>,You don't want to miss reading this one to your little one!,/gp/profile/amzn1.account.AEAMFMWSSSHDJGK4EBF2EKFFZCDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Annette,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,<span>kids  love it</span>,kids love it,/gp/profile/amzn1.account.AGOAKUDG4NKOQFLAR6JJY75FKAQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
1,Karrie,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>I bought this book to my baby girl when she was 11-month old.  and found she loves all the tiny holes in the book.  She doesn't have much patient for the first few page, can't wait to turn to the apple, pears, plums...... The tiny holes are perfect for her tiny fingers.<br>The board book is perfectly designed.  It uses different sizes for different fruits.  Very attactive to the one-year old baby.</span>",My baby girl loves all the tiny holes,/gp/profile/amzn1.account.AFUF5L4EUGK22G6QR4AIV3JLTOJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,WC,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Wonderful book for the young child.</span>,Five Stars,/gp/profile/amzn1.account.AFMCF5J5JXJK43GINUOROZ7FVGFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,kathleen mckinley,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>So adorable.</span>,Five Stars,/gp/profile/amzn1.account.AF3RO4MNVTOEYT7NCVVTHEVUU2CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
1,Ellen,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>We are raising butterflies and this was a great book to<br>read while you are watching the larve.<br>The children really enjoy this and the pictures are great!!</span>,We love this book-,/gp/profile/amzn1.account.AFRD5OR3AOYXMY3JBCSM7U73VRXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Manndeesue,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>I love this book, however my 10 month old still does not find it interesting yet. I know he will eventually, because he goes thru different phases of which book is his favorite. Still a really cute classic board book</span>",Cute book for kids,/gp/profile/amzn1.account.AG5MAZHLKUUEBU5375WBVJWRTSOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,susym,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>I absolutly love this book. It is wonderful for children as well. This is a great way for kids to learn what happens to a catipillar in a fun and creative way. The pictures and the colors enhance the book tremendously and thats what i love the most about it. We loved it so much for our pumpkin parade we made a hungry caterpillar out of small pumpkins!!  We won first place!!!  Highly recommend.</span>,Love it!!!  Great kid book!!,/gp/profile/amzn1.account.AG37FCIICS75JZU6JH3CBTX6RJTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Holly,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>I loved this book as a child, and it is now one of my daughters favorite books. This is a MUST HAVE for all children.</span>",A Classic!,/gp/profile/amzn1.account.AFF3UFZXWPUBVEU4GRP53X4E7UEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,S. Turlington,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>This is a great board book, not too annoying to read over and over again. My 5-month-old son really responds to the beautiful illustrations.</span>",Classic,/gp/profile/amzn1.account.AEWHSFTCTWHIC33Y6GQCZVKSZ34A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,MidwestMomof3,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>I love reading this classic children's story to my toddler son.  He enjoys sticking his finger through the cut outs in the foods caterpillar eats.  A bedtime favorite!</span>,Still a classic!,/gp/profile/amzn1.account.AF2DFLZTPQKLZESCJIDZ52MPKK6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,maggie,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,3.0 out of 5 stars,<span>Great book. I guess my mistake; wanted a board book.</span>,Three Stars,/gp/profile/amzn1.account.AEKCRB6HWE3K2ZMODQ76EUUHU2OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Christine Johnson,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>...and now my one year old does too! This is a genuine classic that should be on every child's book shelf. We bought the version with the caterpillar soft toy, they both shouted with recognition when they first saw it but to be honest it's the counting, the progression from left to right and the ultimate double page transformation to (spoiler alert) a butterfly that wins them over every time.<br><br>A true classic!</span>","I loved it, my three year old loved it...",/gp/profile/amzn1.account.AEQSNK4GI2624O4ERE5JQM5VRHTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Mrs BC,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,1.0 out of 5 stars,"<span>Though it says miniature, it's extremely small.</span>",Should be a little bigger.,/gp/profile/amzn1.account.AEEUHV55BKKCGYEDGCAAPGXNJVXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Tami Gunn,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Bought these to hand out as part of Party Favors for my Grandson's FIRST Birthday Hungry Caterpillar party. Parents LOVED IT!!!<br>Bright colorful &amp; Perfect for lil ones!!!</span>,Parents LOVED IT!,/gp/profile/amzn1.account.AESU6PFSMX75GDX2P3KBDJPFF4BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Kristie Stevens,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>Great, thank you!</span>",Five Stars,/gp/profile/amzn1.account.AHMAEVLHI4UNR7DHEOUJDQYMA2OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,mmae,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,2.0 out of 5 stars,<span>It has some weird pages in it that I don't think are necessary...like advertisements?<br>Its a very simplistic book and my 2yr old god bored with it right away.</span>,Simple...,/gp/profile/amzn1.account.AG6ZZJ6GJK6DXA6G75F7G3VOEN2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Michael Scheuer,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,1.0 out of 5 stars,<span>Unfortunately this book came with a tear in the front cover and a bend on the side binding. Was very disappointed in the quality.</span>,Tear on front cover,/gp/profile/amzn1.account.AEEJQ6N22HU7IWIQPKO4NOHTGGPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Carolyn,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>Eric Carle makes reading fun, with his simple words and great pictures. This book is also great for education it shows how a caterpilllar becomes a butterfly.</span>",Great story,/gp/profile/amzn1.account.AFN3GGLDH2UJ5K4NOUCCQZOHQLSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
2,ShepherdEyes,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>A coworker got this for my son for his first birthday. My partner and I are both totally blind, and we have other braille books to read to our son, but this one is something special. Not only can his dad and I read the book to him, but we can also enjoy the pictures with him too.</span>",Blind Parents and Sighted Toddler Love It!,/gp/profile/amzn1.account.AEVAFJZU4X2XZXQIFQP3AEDNWQPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,C. V. Gomez,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>Now I know why this book is so popular and timeless, it belongs in every child's -and adult's- library. It would make a great gift for a two year old I think.</span>",Lovely,/gp/profile/amzn1.account.AHKP6YINSAO33VFQOGAODPTTRRTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,cindy,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Every kid should have this book!</span>,Five Stars,/gp/profile/amzn1.account.AHFUA2IXPTJ6TJQVYQEKHW3KHR2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Amazon Customer,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,1.0 out of 5 stars,<span>Terrible book teaches kids to waste food!</span>,teaches kids to waste food!,/gp/profile/amzn1.account.AHJYEFVVYI6FKD5LWICOV522EM5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Marilyn Dalrymple,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,"<span>I bought this book as a gift for a small child and I'm pretty particular about what I give to small children so I'd have to say, this book is very good - or I wouldn't have purchased it.</span>",Bought as a gift.,
0,Carissa B,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>Great book that reminds me of my own childhood. Be aware that if you are buying the board book that it's a miniature size, perfect for small children. My 14-month-old loves sticking his fingers in the little holes.  Just a fun read for parents and children.</span>",Great book that reminds me of my own childhood,/gp/profile/amzn1.account.AFOF7PTJIQW25ULFZQXSHI7YTO4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Su Eun Kong,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>My son is 17 months now and I started to read this book for him since he was a year old. He loves this book I am not sure how many times I read it for him and he even gets upset when the caterpillar becomes a beautiful butterfly. He already knows that he becomes a butterfly before I read so he cries. (He is just so sad because the story is over.) this is still his favorite book!</span>,He loves this book I am not sure how many times I read it for him and he even gets upset when the caterpillar becomes a beautifu,/gp/profile/amzn1.account.AFRYDBWFLF7MBYA2KUY2FECAKGLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Gamble Girl,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>I love this book.  I have read this book to my children and now my grandchildren.  I sent it to my friends in Australia for their children. It arrived in great condition.</span>,Through the generations you will read this book,/gp/profile/amzn1.account.AHF4466SP3QW36TH66SDOXNVYK4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
